アイスランド,ヨーロッパ,北大西洋に位置し火山活動が活発な国はどこですか？,フィンランド ノルウェー スウェーデン デンマーク アイルランド グリーンランド スコットランド エストニア ラトビア リトアニア
愛知県,中部,中京工業地帯の中心で、名古屋市がある県はどこですか？,三重県 岐阜県 滋賀県 静岡県 富山県 石川県 山梨県 和歌山県 長野県 福井県
青森県,東北,本州の最北端にある県はどこですか？,北海道 岩手県 秋田県 山形県 宮城県 福島県 栃木県 群馬県 茨城県 新潟県
青森市,東北,青森県の県庁所在地はどこですか？,弘前市 盛岡市 秋田市 仙台市 福島市 山形市 会津若松市 黒石市 八戸市 宇都宮市
赤石山脈,中部,南アルプスとも呼ばれる山脈は何ですか？,飛騨山脈 秩父山地 八ヶ岳 赤城山 谷川岳 奥秩父山塊 関東山地 丹沢山地 日光連山 奥羽山脈
明石市,近畿,日本の標準時子午線が通る都市はどこですか？,神戸市 姫路市 岡山市 和歌山市 高松市 徳島市 松山市 高知市 福山市 広島市
秋田県,東北,米の生産がさかんな東北地方の県はどこですか？,岩手県 宮城県 福島県 山形県 青森県 栃木県 群馬県 茨城県 新潟県 福井県
秋田市,東北,秋田県の県庁所在地はどこですか？,大仙市 横手市 能代市 盛岡市 仙台市 福島市 会津若松市 潟上市 青森市 宇都宮市
英虞湾,近畿,真珠の養殖がさかんな三重県の湾はどこですか？,志摩市 熊野市 尾鷲市 伊勢市 名張市 松阪市 鳥羽市 四日市市 鈴鹿市 津市
旭川市,北海道,北海道で札幌市に次いで人口が多い都市はどこですか？,函館市 釧路市 帯広市 北見市 室蘭市 稚内市 網走市 留萌市 江別市 小樽市
アフリカ,アフリカ,サハラ砂漠やナイル川がある州（大陸）はどこですか？,アジア ヨーロッパ 南極 北アメリカ 南アメリカ オセアニア 中東 カリブ海 地中海 マグリブ
アフリカ大陸,アフリカ,世界で2番目に大きい大陸はどこですか？,アジア ヨーロッパ 北アメリカ 南アメリカ オセアニア 南極 中東 カリブ海 地中海 マグリブ
アマゾン川,南アメリカ,南アメリカを流れる世界最大の流量をもつ川は何ですか？,ナイル川 ミシシッピ川 長江 ガンジス川 ドナウ川 コンゴ川 テムズ川 ライン川 ヴォルガ川 ユーフラテス川
アメリカ合衆国,北アメリカ,世界有数の経済大国で、州からなる国はどこですか？,カナダ メキシコ ブラジル アルゼンチン ロシア 中国 インド イギリス フランス ドイツ
アラスカ州,北アメリカ,アメリカの中で最も北にあり寒冷な州はどこですか？,カナダ グリーンランド アイスランド ノースダコタ モンタナ ミネソタ ウィスコンシン メーン バーモント ニューハンプシャー
アラビア半島,アジア,サウジアラビアなどが位置し、石油資源が豊富な半島はどこですか？,インドシナ半島 ユカタン半島 イベリア半島 アナトリア半島 バルカン半島 スカンディナヴィア半島 カムチャツカ半島 メキシコ半島 ラブラドル半島 ライン川流域
有明海,九州,九州の北西部にあり、海苔の養殖で知られる湾はどこですか？,八代海 瀬戸内海 豊後水道 宇和海 筑後川 河口湾 豊後灘 宇佐湾 五島灘 天草灘
アルゼンチン,南アメリカ,南アメリカ南部に位置し、パンパと呼ばれる草原が広がる国はどこですか？,ブラジル チリ ペルー コロンビア ベネズエラ ウルグアイ ボリビア エクアドル パラグアイ ガイアナ
アルプス山脈,ヨーロッパ,ヨーロッパ中部を東西に走る高い山脈は何ですか？,ピレネー山脈 カルパチア山脈 ウラル山脈 スカンディナヴィア山脈 グレートディバイディング山脈 ヒマラヤ山脈 アパラチア山脈 ロッキー山脈 アトラス山脈 コーカサス山脈
淡路島,近畿,瀬戸内海にあり、明石海峡大橋で本州とつながる島はどこですか？,四国 佐渡島 屋久島 小豆島 隠岐諸島 能登半島 対馬 丹後半島 隠岐島 五島列島
アンデス山脈,南アメリカ,南アメリカの西側に南北に長く伸びる山脈は何ですか？,ロッキー山脈 アパラチア山脈 ヒマラヤ山脈 ウラル山脈 グレートディバイディング山脈 ピレネー山脈 カルパチア山脈 アルプス山脈 コーカサス山脈 アトラス山脈
イギリス,ヨーロッパ,産業革命が始まったヨーロッパの島国はどこですか？,アイルランド アイスランド ノルウェー スウェーデン デンマーク オランダ ベルギー フランス ドイツ イタリア
石狩山地,北海道,北海道中央部に位置する山地は何ですか？,日高山脈 大雪山系 後志山地 十勝連峰 知床連山 トムラウシ山系 石狩平野 釧路平野 阿寒山地 根室半島
石狩平野,北海道,北海道で最も広く、農業が盛んな平野はどこですか？,十勝平野 函館平野 釧路平野 根室平野 後志平野 日高平野 札幌平野 網走平野 美唄平野 旭川平野
出雲大社,中国・四国,島根県にあり、古くから信仰を集めてきた神社は何ですか？,厳島神社 宮島神社 明治神宮 熱田神宮 伊勢神宮 鹿島神宮 香取神宮 日光東照宮 鹿苑寺 伏見稲荷大社
伊勢湾,中部,愛知県や三重県に面し、中京工業地帯に囲まれた湾はどこですか？,三河湾 駿河湾 琵琶湖 富士五湖 敦賀湾 若狭湾 東京湾 能登湾 大村湾 有明海
市川市,関東,千葉県にあり、江戸川沿いに発展した市はどこですか？,松戸市 柏市 浦安市 船橋市 市原市 鎌ヶ谷市 習志野市 我孫子市 流山市 八千代市
猪苗代湖,東北,福島県にある日本で4番目に大きい湖は何ですか？,霞ヶ浦 琵琶湖 阿寒湖 洞爺湖 十和田湖 支笏湖 田沢湖 宍道湖 諏訪湖 五色沼
茨城県,関東,水戸市を県庁所在地とし、農業と工業が盛んな関東地方の県はどこですか？,栃木県 群馬県 千葉県 埼玉県 東京都 神奈川県 長野県 山梨県 新潟県 福島県
茨木市,近畿,大阪府にあり、古くから交通の要所として栄えた市はどこですか？,吹田市 高槻市 東大阪市 堺市 豊中市 枚方市 八尾市 松原市 寝屋川市 大東市
今治市,中国・四国,しまなみ海道の起点で、タオルの生産がさかんな愛媛県の市はどこですか？,松山市 新居浜市 西条市 四国中央市 宇和島市 大洲市 八幡浜市 伊予市 西予市 東温市
イラン,アジア,中東にあり、ペルシャ湾に面し、石油資源が豊富な国はどこですか？,イラク サウジアラビア クウェート アラブ首長国連邦 カタール バーレーン オマーン ヨルダン レバノン シリア
いわき市,東北,福島県にあり、小名浜港やスパリゾートハワイアンズで知られる市はどこですか？,福島市 郡山市 会津若松市 白河市 喜多方市 相馬市 南相馬市 須賀川市 二本松市 田村市
岩国市,中国・四国,山口県にあり、錦帯橋で有名な市はどこですか？,下関市 周南市 防府市 山口市 宇部市 光市 長門市 萩市 柳井市 平生町
磐田原,中部,静岡県西部に広がる台地で、茶の栽培が盛んな場所はどこですか？,掛川市 袋井市 浜松市 湖西市 藤枝市 焼津市 御前崎市 静岡市 沼津市 富士市
岩手県,東北,本州で最も面積が広く、盛岡市を県庁所在地とする県はどこですか？,青森県 秋田県 宮城県 山形県 福島県 栃木県 群馬県 茨城県 新潟県 長野県
石見銀山,中国・四国,島根県にある、世界遺産に登録された歴史的な銀山はどこですか？,足尾銅山 阿蘇山 佐渡金山 菱刈鉱山 銀山町 室蘭市 岩手銀山 出雲大社 富士山 屋久島
インダス川,アジア,パキスタンを流れ、古代文明が栄えた川は何ですか？,ガンジス川 ブラマプトラ川 メコン川 イラワジ川 ヤンツェ川 黄河 ラプラ川 チグリス川 ユーフラテス川 ナイル川
インド,アジア,南アジアに位置し、人口が世界最多の国はどこですか？,中国 バングラデシュ パキスタン ネパール スリランカ ブータン モルディブ アフガニスタン タイ ミャンマー
インドネシア,アジア,多くの島からなる東南アジアの国で、ジャワ島があるのはどこですか？,フィリピン マレーシア タイ ベトナム シンガポール ミャンマー ラオス カンボジア 東ティモール ブルネイ
インド洋,世界,アジア・アフリカ・オーストラリアに囲まれた海洋は何ですか？,太平洋 大西洋 北極海 南極海 地中海 カリブ海 バルト海 日本海 ベーリング海 ノルウェー海
上野村,関東,群馬県南西部で神流川上流に位置し人口が少ない村はどこですか？,神流町 下仁田町 甘楽町 藤岡市 高崎市 前橋市 桐生市 伊勢崎市 太田市 沼田市
有珠山,北海道,北海道の洞爺湖の南岸にあり20世紀に複数回噴火した活火山は何ですか？,昭和新山 十勝岳 羊蹄山 樽前山 駒ヶ岳 利尻山 然別湖 恵山 山中湖 大雪山系
宇部市,中国・四国,山口県西部にあり石炭から化学工業へ発展した工業都市はどこですか？,下関市 周南市 防府市 山口市 萩市 岩国市 光市 柳井市 長門市 山陽小野田市
ウユニ塩原,南アメリカ,ボリビア南西部にある世界最大級の塩湖はどこですか？,ティティカカ湖 マラカイボ湖 チチカカ湖 セルバンテス湖 ポリマ湖 ペルー湖 カラカス湖 ブラジル湖 アマゾン湖 リオデジャネイロ湖
ウラル山脈,ヨーロッパ,ヨーロッパとアジアの境界とされるロシアの長大な山脈は何ですか？,コーカサス山脈 アルタイ山脈 アパラチア山脈 カルパチア山脈 ピレネー山脈 スカンディナビア山脈 アルプス山脈 ロッキー山脈 ヒマラヤ山脈 アトラス山脈
雲仙岳(普賢岳),九州,1990年代の火砕流で知られる長崎県島原半島の活火山は何ですか？,阿蘇山 桜島 霧島山 口永良部島 富士山 桑折山 薩摩富士 霧島連山 鬼界カルデラ 宮崎山地
エクアドル,南アメリカ,国名が「赤道」を意味しガラパゴス諸島を領有する南米の国はどこですか？,コロンビア ペルー ボリビア チリ ベネズエラ ガイアナ スリナム フランス領ギアナ アルゼンチン ウルグアイ
エジプト,アフリカ,ナイル川流域に古代文明が栄え今もピラミッドが残る国はどこですか？,スーダン リビア チャド ニジェール ナイジェリア エチオピア ケニア ウガンダ タンザニア モロッコ
エチオピア高原,アフリカ,「アフリカの屋根」と呼ばれ標高2000ｍを超える東アフリカの高原はどこですか？,ケニア高原 タンザニア高原 ウガンダ高原 ルワンダ高原 ブルンジ高原 マダガスカル高原 ザンビア高原 ジンバブエ高原 モザンビーク高原 南アフリカ高原
越後山脈,中部,新潟県と福島県の県境に連なる山脈は何ですか？,飯豊山脈 会津山地 尾瀬山地 赤城山 谷川岳 越中山脈 飛騨山脈 上越山脈 八ヶ岳 丹沢山地
越後平野,中部,信濃川と阿賀野川の下流に広がる新潟県最大の平野はどこですか？,長岡平野 新発田平野 会津平野 阿賀野平野 福島平野 上越平野 越前平野 佐渡平野 富山平野 石川平野
択捉島,北海道,北方領土の中で最も大きい島はどこですか？,国後島 色丹島 歯舞群島 紋別島 礼文島 利尻島 奥尻島 天売島 焼尻島 苫小牧島
愛媛県,日本,松山市を県庁所在地としみかんの生産がさかんな四国の県はどこですか？,高知県 徳島県 香川県 福岡県 大分県 佐賀県 長崎県 熊本県 宮崎県 鹿児島県
奥羽山脈,東北,東北地方を南北に貫く本州最長の山脈は何ですか？,出羽山地 陸奥山地 霊山 阿武隈山地 磐梯山 越前山脈 飯豊山脈 丹沢山地 越後山脈 八ヶ岳
大泉町,関東,ブラジル出身者が多く「リトルブラジル」とも呼ばれる群馬県の町はどこですか？,高崎市 前橋市 桐生市 伊勢崎市 太田市 藤岡市 沼田市 甘楽町 みどり市 安中市
